ID,date,NO.8,NO.13,NO.17,NO.21,NO.28,NO.33
4058,2018/3/22 15:30,4.45,14.12,11.36,10.76,7.8,15.37
4059,2018/3/22 15:42,4.45,14.12,11.36,10.75,7.79,15.33
4060,2018/3/22 15:54,4.45,14.12,11.37,10.75,7.78,15.3
4061,2018/3/22 16:06,4.46,14.12,11.37,10.75,7.79,15.31
4062,2018/3/22 16:18,4.61,14.12,11.37,10.75,7.79,15.3
4063,2018/3/22 16:30,4.6,14.11,11.36,10.75,7.8,15.28
4064,2018/3/22 16:42,4.6,14.12,11.38,10.76,7.78,15.24
4065,2018/3/22 16:54,4.59,14.12,11.39,10.75,7.76,15.19
4066,2018/3/22 17:06,4.55,14.12,11.38,10.77,7.76,15.17
4067,2018/3/22 17:18,4.58,14.12,11.37,10.75,7.75,15.12
4068,2018/3/22 17:30,4.46,14.12,11.38,10.77,7.75,15.08
4069,2018/3/22 17:42,4.46,14.12,11.36,10.77,7.74,15.03
4070,2018/3/22 17:54,4.47,14.12,11.37,10.77,7.75,15.01
4071,2018/3/22 18:06,4.48,14.12,11.36,10.76,7.75,14.98
4072,2018/3/22 18:18,4.47,14.12,11.36,10.78,7.76,14.95
4073,2018/3/22 18:30,4.49,14.12,11.36,10.78,7.76,14.93
4074,2018/3/22 18:42,4.5,14.1,11.37,10.77,7.76,14.91
4075,2018/3/22 18:54,4.51,14.12,11.37,10.77,7.77,14.9
4076,2018/3/22 19:06,4.51,14.12,11.37,10.76,7.76,14.89
4077,2018/3/22 19:18,4.51,14.12,11.36,10.75,7.76,14.89
4078,2018/3/22 19:30,4.53,14.12,11.37,10.75,7.77,14.89
4079,2018/3/22 19:42,4.52,14.12,11.37,10.76,7.77,14.87
4080,2018/3/22 19:54,4.53,14.12,11.36,10.77,7.77,14.89
4081,2018/3/22 20:06,4.54,14.12,11.36,10.77,7.77,14.89
4082,2018/3/22 20:18,4.53,14.12,11.36,10.78,7.78,14.88
4083,2018/3/22 20:30,4.54,14.12,11.38,10.77,7.78,14.9
4084,2018/3/22 20:42,4.54,14.12,11.36,10.77,7.78,14.9
4085,2018/3/22 20:54,4.53,14.12,11.38,10.77,7.78,14.89
4086,2018/3/22 21:06,4.53,14.12,11.36,10.77,7.79,14.9
4087,2018/3/22 21:18,4.55,14.12,11.36,10.77,7.79,14.91
4088,2018/3/22 21:30,4.54,14.12,11.37,10.76,7.79,14.92
4089,2018/3/22 21:42,4.55,14.11,11.38,10.77,7.79,14.92
4090,2018/3/22 21:54,4.54,14.12,11.38,10.77,7.77,14.93
4091,2018/3/22 22:06,4.54,14.12,11.36,10.76,7.78,14.93
4092,2018/3/22 22:18,4.53,14.12,11.38,10.77,7.78,14.94
4093,2018/3/22 22:30,4.54,14.12,11.36,10.78,7.77,14.93
4094,2018/3/22 22:42,4.55,14.12,11.36,10.76,7.78,14.94
4095,2018/3/22 22:54,4.54,14.13,11.39,10.76,7.78,14.94
4096,2018/3/22 23:06,4.54,14.12,11.36,10.77,7.77,14.95
4097,2018/3/22 23:18,4.54,14.12,11.36,10.74,7.78,14.95
4098,2018/3/22 23:30,4.56,14.12,11.38,10.74,7.78,14.96
4099,2018/3/22 23:42,4.54,14.12,11.37,10.76,7.77,14.97
4100,2018/3/22 23:54,4.55,14.12,11.38,10.76,7.75,14.97
4101,2018/3/23 0:06,4.54,14.12,11.38,10.77,7.78,14.97
4102,2018/3/23 0:18,4.55,14.12,11.36,10.73,7.77,14.99
4103,2018/3/23 0:31,4.53,14.12,11.38,10.76,7.77,15
4104,2018/3/23 0:42,4.54,14.12,11.37,10.74,7.78,15
4105,2018/3/23 0:55,4.55,14.12,11.37,10.7,7.78,15
4106,2018/3/23 1:06,4.56,14.12,11.37,10.74,7.78,15.01
4107,2018/3/23 1:18,4.55,14.12,11.36,10.73,7.78,15.01
4108,2018/3/23 1:30,4.54,14.12,11.36,10.77,7.78,15
4109,2018/3/23 1:42,4.55,14.12,11.39,10.71,7.78,15.01
4110,2018/3/23 1:54,4.55,14.12,11.37,10.77,7.78,15.02
4111,2018/3/23 2:06,4.54,14.12,11.39,10.78,7.78,15.01
4112,2018/3/23 2:19,4.55,14.12,11.37,10.77,7.76,15.01
4113,2018/3/23 2:30,4.55,14.12,11.36,10.73,7.77,15.02
4114,2018/3/23 2:43,4.54,14.12,11.36,10.76,7.78,15.01
4115,2018/3/23 2:54,4.55,14.12,11.37,10.77,7.79,15.01
4116,2018/3/23 3:07,4.55,14.12,11.36,10.77,7.78,15.01
4117,2018/3/23 3:18,4.56,14.12,11.37,10.74,7.78,15.01
4118,2018/3/23 3:31,4.55,14.12,11.38,10.75,7.78,15.02
4119,2018/3/23 3:42,4.53,14.12,11.38,10.75,7.77,15.02
4120,2018/3/23 3:55,4.54,14.12,11.37,10.78,7.79,15.03
4121,2018/3/23 4:06,4.54,14.12,11.38,10.74,7.78,15.03
4122,2018/3/23 4:19,4.54,14.12,11.37,10.77,7.78,15.01
4123,2018/3/23 4:30,4.54,14.12,11.36,10.75,7.77,15.01
4124,2018/3/23 4:43,4.55,14.12,11.36,10.75,7.78,15.03
4125,2018/3/23 4:54,4.56,14.12,11.36,10.76,7.78,15.03
4126,2018/3/23 5:07,4.55,14.12,11.37,10.75,7.78,15.01
4127,2018/3/23 5:18,4.56,14.12,11.38,10.74,7.77,15.02
4128,2018/3/23 5:31,4.56,14.12,11.36,10.77,7.78,15.02
4129,2018/3/23 5:42,4.54,14.12,11.36,10.76,7.76,15.01
4130,2018/3/23 5:54,4.55,14.12,11.38,10.76,7.77,15.02
4131,2018/3/23 6:06,4.55,14.12,11.36,10.74,7.77,15.03
4132,2018/3/23 6:19,4.54,14.12,11.38,10.76,7.77,15.03
4133,2018/3/23 6:31,4.55,14.14,11.38,10.73,7.77,15.04
4134,2018/3/23 6:42,4.55,14.07,11.38,10.75,7.79,15.04
4135,2018/3/23 6:55,4.55,14.12,11.38,10.75,7.79,15.03
4136,2018/3/23 7:06,4.54,14.12,11.36,10.75,7.8,15.06
4137,2018/3/23 7:19,4.56,14.12,11.38,10.74,7.78,15.05
4138,2018/3/23 7:30,4.56,14.12,11.37,10.71,7.79,15.05
4139,2018/3/23 7:43,4.55,14.11,11.36,10.73,7.8,15.07
4140,2018/3/23 7:54,4.57,14.11,11.36,10.77,7.79,15.07
4141,2018/3/23 8:07,4.56,14.13,11.38,10.77,7.79,15.08
4142,2018/3/23 8:18,4.57,14.12,11.36,10.75,7.82,15.08
4143,2018/3/23 8:31,4.56,14.12,11.38,10.75,7.81,15.11
4144,2018/3/23 8:42,4.54,14.12,11.36,10.74,7.81,15.13
4145,2018/3/23 8:55,4.56,14.12,11.38,10.75,7.81,15.16
4146,2018/3/23 9:06,4.56,14.12,11.37,10.74,7.82,15.19
4147,2018/3/23 9:19,4.54,14.12,11.37,10.75,7.82,15.23
4148,2018/3/23 9:30,4.52,14.12,11.36,10.75,7.82,15.26
4149,2018/3/23 9:43,4.51,14.12,11.37,10.75,7.84,15.29
4150,2018/3/23 9:55,4.48,14.12,11.37,10.77,7.84,15.34
4151,2018/3/23 10:07,4.47,14.12,11.36,10.75,7.85,15.37
4152,2018/3/23 10:18,4.47,14.12,11.37,10.75,7.86,15.41
4185,2018/3/23 16:55,4.45,14.12,11.37,10.78,7.74,15.37
4186,2018/3/23 17:07,4.46,14.12,11.36,10.77,7.72,15.31
4187,2018/3/23 17:18,4.45,14.12,11.38,10.76,7.69,15.25
4188,2018/3/23 17:31,4.46,14.12,11.36,10.75,7.68,15.2
4189,2018/3/23 17:43,4.47,14.12,11.36,10.76,7.68,15.17
4190,2018/3/23 17:55,4.49,14.12,11.38,10.78,7.69,15.13
4191,2018/3/23 18:07,4.49,14.13,11.38,10.78,7.71,15.09
4192,2018/3/23 18:19,4.49,14.12,11.36,10.76,7.72,15.06
4193,2018/3/23 18:31,4.5,14.11,11.36,10.77,7.73,15.01
4194,2018/3/23 18:43,4.51,14.12,11.36,10.77,7.75,14.98
4195,2018/3/23 18:54,4.5,14.12,11.37,10.78,7.76,14.97
4196,2018/3/23 19:06,4.5,14.12,11.37,10.77,7.77,14.95
4197,2018/3/23 19:19,4.51,14.12,11.37,10.77,7.77,14.93
4198,2018/3/23 19:31,4.51,14.12,11.36,10.77,7.77,14.92
4199,2018/3/23 19:43,4.52,14.12,11.38,10.77,7.76,14.91
4200,2018/3/23 19:55,4.53,14.13,11.37,10.77,7.77,14.91
4201,2018/3/23 20:07,4.51,14.12,11.37,10.77,7.78,14.9
4202,2018/3/23 20:19,4.53,14.12,11.37,10.75,7.77,14.89
4203,2018/3/23 20:30,4.53,14.12,11.37,10.76,7.77,14.88
4204,2018/3/23 20:43,4.52,14.12,11.36,10.76,7.77,14.87
4205,2018/3/23 20:55,4.52,14.12,11.37,10.77,7.79,14.88
4206,2018/3/23 21:07,4.53,14.12,11.37,10.76,7.78,14.87
4207,2018/3/23 21:19,4.53,14.12,11.37,10.77,7.78,14.89
4208,2018/3/23 21:31,4.52,14.12,11.36,10.78,7.79,14.88
4209,2018/3/23 21:43,4.53,14.12,11.36,10.77,7.79,14.89
4210,2018/3/23 21:55,4.53,14.12,11.36,10.77,7.79,14.89
4211,2018/3/23 22:07,4.53,14.12,11.37,10.75,7.79,14.9
4212,2018/3/23 22:19,4.53,14.12,11.38,10.77,7.79,14.9
4213,2018/3/23 22:31,4.53,14.12,11.37,10.77,7.79,14.91
4214,2018/3/23 22:43,4.54,14.12,11.38,10.76,7.79,14.9
4215,2018/3/23 22:55,4.54,14.12,11.37,10.76,7.79,14.91
4216,2018/3/23 23:07,4.53,14.12,11.38,10.75,7.78,14.92
4217,2018/3/23 23:19,4.53,14.13,11.36,10.75,7.78,14.92
4218,2018/3/23 23:31,4.54,14.12,11.36,10.76,7.78,14.93
4219,2018/3/23 23:43,4.55,14.12,11.37,10.76,7.77,14.93
4220,2018/3/23 23:55,4.55,14.12,11.37,10.74,7.77,14.93
4221,2018/3/24 0:07,4.55,14.12,11.38,10.77,7.79,14.94
4222,2018/3/24 0:19,4.54,14.13,11.38,10.77,7.79,14.94
4223,2018/3/24 0:31,4.54,14.12,11.39,10.74,7.78,14.95
4224,2018/3/24 0:43,4.53,14.12,11.4,10.74,7.79,14.96
4225,2018/3/24 0:55,4.53,14.12,11.37,10.76,7.79,14.96
4226,2018/3/24 1:07,4.55,14.12,11.37,10.76,7.78,14.96
4227,2018/3/24 1:19,4.53,14.12,11.38,10.76,7.78,14.97
4228,2018/3/24 1:31,4.54,14.12,11.36,10.73,7.79,14.98
4229,2018/3/24 1:43,4.54,14.12,11.38,10.76,7.78,14.98
4230,2018/3/24 1:55,4.55,14.12,11.37,10.75,7.78,14.99
4231,2018/3/24 2:07,4.54,14.12,11.37,10.75,7.78,15
4232,2018/3/24 2:19,4.53,14.12,11.37,10.75,7.78,14.98
4233,2018/3/24 2:31,4.54,14.12,11.38,10.76,7.78,15
4234,2018/3/24 2:43,4.54,14.12,11.37,10.77,7.78,14.99
4235,2018/3/24 2:55,4.53,14.12,11.37,10.76,7.78,14.99
4236,2018/3/24 3:07,4.55,14.12,11.37,10.73,7.76,15
4237,2018/3/24 3:19,4.55,14.12,11.39,10.76,7.78,14.99
4238,2018/3/24 3:31,4.54,14.12,11.37,10.77,7.78,15
4239,2018/3/24 3:43,4.55,14.13,11.37,10.72,7.77,15
4240,2018/3/24 3:55,4.55,14.12,11.38,10.75,7.79,15
4241,2018/3/24 4:07,4.53,14.13,11.36,10.76,7.79,15
4242,2018/3/24 4:19,4.54,14.11,11.37,10.75,7.78,15
4243,2018/3/24 4:31,4.53,14.14,11.36,10.76,7.77,15
4244,2018/3/24 4:43,4.55,14.13,11.37,10.76,7.78,15.01
4245,2018/3/24 4:55,4.55,14.12,11.36,10.75,7.79,15
4246,2018/3/24 5:07,4.55,14.12,11.35,10.74,7.77,15
4247,2018/3/24 5:19,4.53,14.12,11.38,10.75,7.78,15.01
4248,2018/3/24 5:31,4.55,14.12,11.36,10.76,7.79,15
4249,2018/3/24 5:43,4.55,14.12,11.38,10.72,7.78,15
4250,2018/3/24 5:55,4.54,14.12,11.36,10.76,7.78,15.01
4251,2018/3/24 6:07,4.55,14.12,11.36,10.72,7.79,15.01
4252,2018/3/24 6:19,4.55,14.12,11.37,10.72,7.78,15
4253,2018/3/24 6:31,4.56,14.12,11.36,10.75,7.79,15.02
4254,2018/3/24 6:43,4.55,14.12,11.37,10.74,7.78,15.03
4255,2018/3/24 6:55,4.54,14.13,11.36,10.73,7.79,15.03
4256,2018/3/24 7:07,4.55,14.13,11.38,10.7,7.79,15.06
4257,2018/3/24 7:19,4.56,14.12,11.38,10.75,7.79,15.07
4258,2018/3/24 7:31,4.56,14.13,11.36,10.74,7.8,15.11
4259,2018/3/24 7:43,4.55,14.13,11.38,10.73,7.8,15.12
4260,2018/3/24 7:55,4.55,14.13,11.38,10.75,7.8,15.15
4261,2018/3/24 8:07,4.56,14.13,11.38,10.72,7.81,15.18
4262,2018/3/24 8:19,4.55,14.13,11.38,10.73,7.81,15.2
4263,2018/3/24 8:31,4.55,14.13,11.37,10.73,7.82,15.24
4264,2018/3/24 8:43,4.56,14.12,11.37,10.75,7.84,15.27
4265,2018/3/24 8:55,4.56,14.12,11.37,10.77,7.84,15.3
4266,2018/3/24 9:07,4.56,14.12,11.38,10.76,7.84,15.31
4267,2018/3/24 9:19,4.54,14.13,11.36,10.77,7.85,15.34
4268,2018/3/24 9:31,4.52,14.13,11.37,10.77,7.84,15.36
4269,2018/3/24 9:43,4.49,14.12,11.37,10.76,7.87,15.4
4302,2018/3/24 16:19,4.45,14.13,11.37,10.76,7.79,15.4
4303,2018/3/24 16:31,4.45,14.13,11.38,10.77,7.79,15.37
4304,2018/3/24 16:43,4.46,14.13,11.37,10.78,7.79,15.34
4305,2018/3/24 16:55,4.45,14.13,11.37,10.76,7.77,15.31
4306,2018/3/24 17:07,4.45,14.13,11.37,10.77,7.77,15.3
4307,2018/3/24 17:19,4.46,14.13,11.38,10.77,7.75,15.26
4308,2018/3/24 17:31,4.47,14.13,11.37,10.78,7.74,15.23
4309,2018/3/24 17:43,4.46,14.13,11.37,10.77,7.73,15.19
4310,2018/3/24 17:55,4.47,14.13,11.37,10.77,7.71,15.15
4311,2018/3/24 18:07,4.46,14.13,11.37,10.77,7.7,15.11
4312,2018/3/24 18:19,4.48,14.12,11.37,10.77,7.7,15.08
4313,2018/3/24 18:31,4.49,14.12,11.37,10.76,7.71,15.05
4314,2018/3/24 18:43,4.48,14.13,11.37,10.76,7.72,15.03
4315,2018/3/24 18:55,4.5,14.13,11.36,10.76,7.75,15.02
4316,2018/3/24 19:07,4.5,14.12,11.36,10.76,7.76,15
4317,2018/3/24 19:19,4.5,14.13,11.37,10.76,7.77,14.99
4318,2018/3/24 19:31,4.51,14.13,11.36,10.77,7.77,14.97
4319,2018/3/24 19:43,4.5,14.13,11.37,10.76,7.78,14.96
4320,2018/3/24 19:55,4.5,14.13,11.36,10.77,7.77,14.96
4321,2018/3/24 20:07,4.51,14.13,11.37,10.77,7.78,14.95
4322,2018/3/24 20:19,4.5,14.13,11.37,10.77,7.77,14.95
4323,2018/3/24 20:31,4.51,14.13,11.37,10.78,7.78,14.94
4324,2018/3/24 20:43,4.51,14.13,11.37,10.76,7.78,14.93
4325,2018/3/24 20:55,4.52,14.13,11.38,10.77,7.79,14.93
4326,2018/3/24 21:07,4.51,14.13,11.38,10.77,7.79,14.93
4327,2018/3/24 21:19,4.53,14.13,11.37,10.76,7.79,14.92
4328,2018/3/24 21:31,4.52,14.13,11.38,10.77,7.78,14.92
4329,2018/3/24 21:43,4.51,14.13,11.37,10.75,7.78,14.91
4330,2018/3/24 21:55,4.52,14.12,11.36,10.76,7.79,14.91
4331,2018/3/24 22:07,4.52,14.12,11.38,10.76,7.8,14.91
4332,2018/3/24 22:19,4.52,14.13,11.37,10.76,7.79,14.91
4333,2018/3/24 22:31,4.52,14.12,11.37,10.77,7.77,14.91
4334,2018/3/24 22:43,4.52,14.12,11.36,10.76,7.77,14.9
4335,2018/3/24 22:55,4.53,14.13,11.37,10.77,7.78,14.91
4336,2018/3/24 23:07,4.53,14.12,11.37,10.75,7.79,14.91
4337,2018/3/24 23:19,4.52,14.13,11.38,10.75,7.79,14.92
4338,2018/3/24 23:31,4.54,14.13,11.38,10.76,7.79,14.92
4339,2018/3/24 23:43,4.54,14.12,11.36,10.77,7.78,14.92
4340,2018/3/24 23:55,4.54,14.13,11.37,10.75,7.8,14.93
4341,2018/3/25 0:07,4.54,14.13,11.37,10.76,7.78,14.94
4342,2018/3/25 0:19,4.54,14.13,11.36,10.76,7.79,14.94
4343,2018/3/25 0:31,4.53,14.12,11.36,10.77,7.79,14.94
4344,2018/3/25 0:43,4.54,14.13,11.36,10.76,7.79,14.94
4345,2018/3/25 0:55,4.54,14.13,11.36,10.76,7.78,14.93
4346,2018/3/25 1:07,4.54,14.13,11.36,10.77,7.79,14.95
4347,2018/3/25 1:19,4.54,14.13,11.36,10.76,7.78,14.95
4348,2018/3/25 1:31,4.53,14.12,11.36,10.77,7.8,14.95
4349,2018/3/25 1:43,4.54,14.13,11.38,10.75,7.79,14.96
4350,2018/3/25 1:55,4.55,14.13,11.37,10.76,7.79,14.96
4351,2018/3/25 2:07,4.55,14.13,11.38,10.75,7.8,14.97
4352,2018/3/25 2:19,4.54,14.13,11.36,10.75,7.8,14.97
4353,2018/3/25 2:31,4.55,14.13,11.36,10.75,7.8,14.97
4354,2018/3/25 2:43,4.55,14.13,11.37,10.75,7.78,14.97
4355,2018/3/25 2:55,4.55,14.13,11.36,10.74,7.8,14.98
4356,2018/3/25 3:07,4.55,14.13,11.37,10.76,7.79,14.98
4357,2018/3/25 3:19,4.57,14.14,11.37,10.73,7.79,14.97
4358,2018/3/25 3:31,4.56,14.13,11.37,10.75,7.78,14.98
4359,2018/3/25 3:43,4.57,14.13,11.36,10.74,7.79,14.99
4360,2018/3/25 3:55,4.58,14.13,11.36,10.73,7.79,14.97
4361,2018/3/25 4:07,4.57,14.13,11.37,10.75,7.79,14.97
4362,2018/3/25 4:19,4.57,14.13,11.36,10.73,7.8,14.99
4363,2018/3/25 4:31,4.58,14.13,11.37,10.75,7.79,14.99
4364,2018/3/25 4:43,4.59,14.13,11.36,10.75,7.79,14.99
4365,2018/3/25 4:55,4.58,14.13,11.38,10.74,7.8,14.99
4366,2018/3/25 5:07,4.58,14.13,11.38,10.75,7.8,14.97
4367,2018/3/25 5:19,4.59,14.13,11.36,10.74,7.79,14.99
4368,2018/3/25 5:31,4.58,14.13,11.37,10.74,7.8,15
4369,2018/3/25 5:43,4.57,14.13,11.36,10.73,7.79,14.99
4370,2018/3/25 5:55,4.58,14.13,11.36,10.74,7.79,15
4371,2018/3/25 6:07,4.58,14.13,11.37,10.73,7.79,15
4372,2018/3/25 6:19,4.59,14.13,11.37,10.74,7.8,15
4373,2018/3/25 6:31,4.58,14.13,11.37,10.74,7.8,15
4374,2018/3/25 6:43,4.58,14.13,11.39,10.75,7.8,15.01
4375,2018/3/25 6:55,4.57,14.13,11.38,10.75,7.79,15.02
4376,2018/3/25 7:07,4.58,14.13,11.37,10.73,7.8,15.02
4377,2018/3/25 7:19,4.59,14.13,11.37,10.75,7.78,15.02
4378,2018/3/25 7:31,4.58,14.13,11.38,10.75,7.82,15.02
4379,2018/3/25 7:43,4.58,14.13,11.39,10.73,7.78,15.03
4380,2018/3/25 7:55,4.58,14.13,11.37,10.76,7.81,15.03
4381,2018/3/25 8:07,4.57,14.13,11.37,10.74,7.78,15.04
4382,2018/3/25 8:19,4.57,14.12,11.36,10.75,7.82,15.03
4383,2018/3/25 8:31,4.57,14.13,11.38,10.74,7.79,15.04
4384,2018/3/25 8:43,4.55,14.13,11.36,10.74,7.81,15.05
4385,2018/3/25 8:55,4.55,14.13,11.38,10.76,7.8,15.07
4386,2018/3/25 9:07,4.54,14.13,11.38,10.75,7.81,15.08
4387,2018/3/25 9:19,4.55,14.13,11.36,10.76,7.81,15.09
4388,2018/3/25 9:31,4.55,14.13,11.37,10.76,7.81,15.11
4389,2018/3/25 9:43,4.52,14.13,11.38,10.77,7.81,15.11
4390,2018/3/25 9:55,4.51,14.13,11.38,10.77,7.81,15.13
4391,2018/3/25 10:07,4.51,14.13,11.36,10.76,7.81,15.12
4392,2018/3/25 10:19,4.5,14.13,11.37,10.76,7.81,15.14
4393,2018/3/25 10:31,4.48,14.13,11.38,10.78,7.81,15.14
4394,2018/3/25 10:43,4.5,14.12,11.36,10.78,7.81,15.15
4395,2018/3/25 10:55,4.48,14.13,11.36,10.76,7.81,15.16
4396,2018/3/25 11:07,4.48,14.13,11.37,10.78,7.82,15.18
4397,2018/3/25 11:19,4.48,14.13,11.37,10.77,7.82,15.18
4398,2018/3/25 11:31,4.47,14.13,11.36,10.77,7.83,15.21
4399,2018/3/25 11:43,4.46,14.12,11.37,10.76,7.83,15.23
4400,2018/3/25 11:55,4.47,14.13,11.37,10.77,7.83,15.25
4401,2018/3/25 12:07,4.45,14.13,11.38,10.76,7.85,15.26
4402,2018/3/25 12:19,4.45,14.13,11.37,10.77,7.85,15.28
4403,2018/3/25 12:31,4.47,14.14,11.38,10.76,7.87,15.3
4404,2018/3/25 12:43,4.45,14.13,11.37,10.76,7.86,15.29
4405,2018/3/25 12:55,4.46,14.13,11.37,10.76,7.86,15.28
4406,2018/3/25 13:07,4.45,14.13,11.38,10.76,7.85,15.28
4407,2018/3/25 13:19,4.45,14.13,11.38,10.76,7.85,15.27
4408,2018/3/25 13:31,4.44,14.13,11.38,10.76,7.87,15.29
4409,2018/3/25 13:43,4.46,14.13,11.37,10.76,7.87,15.3
4410,2018/3/25 13:55,4.46,14.13,11.38,10.76,7.87,15.3
4411,2018/3/25 14:07,4.47,14.13,11.37,10.75,7.85,15.3
4412,2018/3/25 14:19,4.45,14.13,11.37,10.76,7.84,15.28
4413,2018/3/25 14:31,4.46,14.12,11.37,10.75,7.85,15.29
4414,2018/3/25 14:43,4.46,14.13,11.37,10.76,7.85,15.29
4415,2018/3/25 14:55,4.46,14.13,11.38,10.77,7.85,15.28
4416,2018/3/25 15:07,4.46,14.13,11.36,10.76,7.83,15.26
4417,2018/3/25 15:19,4.46,14.13,11.36,10.77,7.82,15.25
4418,2018/3/25 15:31,4.46,14.13,11.38,10.74,7.81,15.23
4419,2018/3/25 15:43,4.46,14.13,11.38,10.76,7.81,15.22
4420,2018/3/25 15:55,4.45,14.13,11.36,10.75,7.8,15.19
4421,2018/3/25 16:07,4.45,14.13,11.38,10.74,7.81,15.17
4422,2018/3/25 16:19,4.46,14.12,11.37,10.75,7.79,15.16
4423,2018/3/25 16:31,4.46,14.13,11.37,10.76,7.79,15.15
4424,2018/3/25 16:43,4.46,14.13,11.37,10.76,7.79,15.12
4425,2018/3/25 16:55,4.46,14.13,11.38,10.76,7.79,15.11
4426,2018/3/25 17:07,4.45,14.13,11.38,10.75,7.77,15.09
4427,2018/3/25 17:19,4.46,14.13,11.37,10.76,7.77,15.07
4428,2018/3/25 17:31,4.46,14.13,11.37,10.75,7.76,15.05
4429,2018/3/25 17:43,4.47,14.13,11.37,10.75,7.76,15.03
4430,2018/3/25 17:55,4.47,14.13,11.38,10.76,7.76,15.01
4431,2018/3/25 18:07,4.48,14.13,11.35,10.75,7.77,15
4432,2018/3/25 18:19,4.48,14.13,11.36,10.76,7.78,14.99
4433,2018/3/25 18:31,4.5,14.12,11.38,10.75,7.78,14.97
4434,2018/3/25 18:43,4.5,14.13,11.38,10.75,7.78,14.96
4435,2018/3/25 18:55,4.51,14.13,11.37,10.74,7.78,14.95
4436,2018/3/25 19:07,4.51,14.13,11.37,10.75,7.78,14.94
4437,2018/3/25 19:19,4.51,14.13,11.37,10.75,7.79,14.94
4438,2018/3/25 19:31,4.51,14.13,11.36,10.75,7.78,14.95
4439,2018/3/25 19:43,4.52,14.13,11.36,10.75,7.79,14.93
4440,2018/3/25 19:55,4.52,14.13,11.36,10.74,7.78,14.93
4441,2018/3/25 20:07,4.56,14.13,11.38,10.73,7.79,14.92
4442,2018/3/25 20:19,4.58,14.13,11.38,10.73,7.79,14.91
4443,2018/3/25 20:31,4.58,14.13,11.37,10.72,7.79,14.92
4444,2018/3/25 20:43,4.59,14.14,11.37,10.73,7.78,14.91
4445,2018/3/25 20:55,4.59,14.13,11.37,10.71,7.78,14.9
4446,2018/3/25 21:07,4.59,14.13,11.38,10.73,7.79,14.89
4447,2018/3/25 21:19,4.59,14.13,11.36,10.72,7.79,14.91
4448,2018/3/25 21:31,4.58,14.13,11.37,10.74,7.79,14.91
4449,2018/3/25 21:43,4.59,14.13,11.38,10.73,7.81,14.9
4450,2018/3/25 21:55,4.59,14.13,11.35,10.72,7.8,14.9
4451,2018/3/25 22:07,4.57,14.14,11.37,10.73,7.79,14.91
4452,2018/3/25 22:19,4.58,14.14,11.37,10.73,7.81,14.92
4453,2018/3/25 22:31,4.58,14.14,11.38,10.73,7.81,14.9
4454,2018/3/25 22:43,4.59,14.14,11.38,10.74,7.77,14.9
4455,2018/3/25 22:55,4.59,14.14,11.36,10.72,7.8,14.92
4456,2018/3/25 23:07,4.6,14.13,11.38,10.73,7.76,14.92
4457,2018/3/25 23:19,4.59,14.15,11.37,10.73,7.79,14.92
4458,2018/3/25 23:31,4.58,14.13,11.36,10.74,7.81,14.93
4459,2018/3/25 23:43,4.58,14.14,11.36,10.72,7.82,14.93
4460,2018/3/25 23:55,4.59,14.14,11.36,10.73,7.8,14.94
4461,2018/3/26 0:07,4.58,14.14,11.37,10.73,7.75,14.95
4462,2018/3/26 0:19,4.59,14.14,11.37,10.73,7.79,14.95
4463,2018/3/26 0:31,4.59,14.14,11.37,10.74,7.8,14.95
4464,2018/3/26 0:43,4.59,14.14,11.38,10.73,7.8,14.96
4465,2018/3/26 0:55,4.58,14.14,11.37,10.74,7.8,14.96
4466,2018/3/26 1:07,4.59,14.14,11.36,10.74,7.8,14.97
4467,2018/3/26 1:19,4.59,14.14,11.36,10.75,7.79,14.97
4468,2018/3/26 1:31,4.58,14.14,11.37,10.74,7.79,14.97
4469,2018/3/26 1:43,4.58,14.14,11.36,10.74,7.79,14.98
4470,2018/3/26 1:55,4.57,14.14,11.38,10.74,7.8,14.98
4471,2018/3/26 2:07,4.59,14.14,11.36,10.75,7.81,14.99
4472,2018/3/26 2:19,4.6,14.14,11.36,10.73,7.82,14.97
4473,2018/3/26 2:31,4.59,14.14,11.37,10.74,7.81,14.99
4474,2018/3/26 2:43,4.57,14.14,11.38,10.74,7.8,14.99
4475,2018/3/26 2:55,4.58,14.14,11.38,10.74,7.8,14.99
4476,2018/3/26 3:07,4.58,14.14,11.36,10.75,7.79,15
4477,2018/3/26 3:19,4.59,14.14,11.37,10.74,7.82,15
4478,2018/3/26 3:31,4.59,14.14,11.37,10.73,7.82,14.99
4479,2018/3/26 3:43,4.59,14.13,11.38,10.73,7.73,15
4480,2018/3/26 3:55,4.58,14.14,11.38,10.73,7.8,15
4481,2018/3/26 4:07,4.59,14.13,11.36,10.73,7.8,15.01
4482,2018/3/26 4:19,4.58,14.14,11.38,10.73,7.78,15
4483,2018/3/26 4:31,4.58,14.14,11.36,10.75,7.8,15.01
4484,2018/3/26 4:43,4.58,14.13,11.38,10.73,7.81,15
4485,2018/3/26 4:55,4.56,14.13,11.36,10.74,7.79,15
4486,2018/3/26 5:07,4.58,14.13,11.38,10.73,7.78,15
4487,2018/3/26 5:19,4.58,14.14,11.36,10.73,7.8,15
4488,2018/3/26 5:31,4.58,14.14,11.37,10.74,7.78,15
4489,2018/3/26 5:43,4.57,14.14,11.37,10.73,7.79,15.01
4490,2018/3/26 5:55,4.57,14.14,11.37,10.74,7.78,15
